STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WESF,WT01,WT03,WT04,WT05,WT06,WT11
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,11/30/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/1/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/2/12,.,.,0.04,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/3/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/4/12,.,.,0.01,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/5/12,.,.,0.02,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/6/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/7/12,.,.,0.02,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/8/12,.,.,0.53,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/9/12,.,.,1.22,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/10/12,.,.,0.12,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/11/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/12/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/13/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/14/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/15/12,.,.,0.2,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/16/12,.,.,0.04,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/17/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/18/12,.,.,0.17,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/19/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/20/12,.,.,1.21,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/21/12,.,.,0.15,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/22/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/23/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/24/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/30/12,6,0.31,.,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,12/31/12,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/1/13,.,.,0.06,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/2/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/3/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/4/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/5/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/6/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/7/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/8/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/9/13,.,.,0.03,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/10/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/11/13,.,.,0.36,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/12/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/13/13,.,.,1.35,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/14/13,.,.,0.06,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/15/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/16/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/17/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/18/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/19/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/20/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/21/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/22/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/23/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/24/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/25/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/26/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/27/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/28/13,.,.,0.22,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/29/13,.,.,0.08,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/30/13,.,.,2.12,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,1/31/13,.,.,0.03,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/1/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/2/13,.,.,0.03,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/3/13,.,.,0.01,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/4/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/5/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/6/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/7/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/8/13,.,.,0.1,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/9/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/10/13,.,.,0.27,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/11/13,.,.,0.28,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/12/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/13/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/14/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/15/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/16/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/17/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/18/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/19/13,.,.,0.61,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/24/13,5,0.6,.,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/25/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/26/13,.,.,0.72,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/27/13,.,.,0.2,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,2/28/13,.,.,0.07,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/1/13,.,.,0.06,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/2/13,.,.,0.02,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/3/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/4/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/5/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/6/13,.,.,0.25,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/7/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/8/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/9/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/10/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/11/13,.,.,0.18,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/12/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/13/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/14/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/15/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/16/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/17/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/18/13,.,.,0.2,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/19/13,.,.,0.01,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/20/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/21/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/22/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/23/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/24/13,.,.,0.11,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/25/13,.,.,0.6,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/26/13,.,.,0.02,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/27/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/28/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/29/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,3/30/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/10/13,11,0,.,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/11/13,.,.,0.86,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/12/13,.,.,0.04,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/13/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/14/13,.,.,0.07,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/15/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/16/13,.,.,0.47,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/17/13,.,.,1.71,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/18/13,.,.,0.02,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/19/13,.,.,2.48,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/20/13,.,.,0.01,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/21/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/22/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/23/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/24/13,.,.,1.34,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/25/13,.,.,0.05,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/26/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/27/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/28/13,.,.,0.68,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/29/13,.,.,0.02,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,4/30/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/1/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/2/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/3/13,.,.,0.48,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/4/13,.,.,0.38,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/5/13,.,.,0.45,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/6/13,.,.,0.3,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/7/13,.,.,0.06,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/8/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/16/13,8,0.74,.,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/17/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/18/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/19/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/20/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/21/13,.,.,0.82,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/22/13,.,.,0.01,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/23/13,.,.,0.12,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/24/13,.,.,0.01,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/25/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/26/13,.,.,0.26,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/27/13,.,.,0.41,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/28/13,.,.,0.69,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/29/13,.,.,0.01,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/30/13,.,.,0.89,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,5/31/13,.,.,0.7,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/1/13,.,.,0.89,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/2/13,.,.,0.07,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/3/13,.,.,0.06,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/4/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/5/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/6/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/7/13,.,.,0.51,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/8/13,.,.,0.02,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/9/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/10/13,.,.,0.09,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/11/13,.,.,0.01,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/12/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/13/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/14/13,.,.,0,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/15/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/16/13,.,.,0.4,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/17/13,.,.,0.53,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/18/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/19/13,.,.,0.37,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/20/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/21/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/22/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/23/13,.,.,0.56,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/24/13,.,.,0.31,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/25/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/26/13,.,.,1.99,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/27/13,.,.,1.39,.,.,.,.,.,.,.,.,,,,,
US1ILCE0005,"CHARLESTON 0.9 S, IL US",39.472102,-88.176334,207,6/28/13,.,.,0,0,.,.,.,.,.,.,.,,,,,
