rowID,snakeID,day,month,year,count,time,tempC,alive,rd.meter,northerly,westerly,orientation,orientCode,fence.bucket,sex,gravid,gut,svl,tl,mass,bci,recap,fecund,comments
1,1,16,10,2010,1389,.,58,Y,.,.,.,.,.,.,F,N,N,254,57,5.95,0.023425197,N,.,.
2,2,16,10,2010,1389,.,58,Y,.,.,.,.,.,.,M,N,N,153,46,2.12,0.013856209,N,.,.
3,3,16,10,2010,1389,.,58,Y,.,.,.,.,.,.,F,N,N,169,42,2.2,0.013017751,N,.,.
4,4,16,10,2010,1389,.,58,Y,.,.,.,.,.,.,M,N,N,124,36,1.26,0.01016129,N,.,.
5,5,16,10,2010,1389,.,58,Y,.,.,.,.,.,.,F,N,N,164,43,2.45,0.014939024,N,.,.
6,6,16,10,2010,1389,.,58,Y,.,.,.,.,.,.,F,N,N,153,40,1.69,0.011045752,N,.,.
7,7,16,10,2010,1389,.,58,Y,.,.,.,.,.,.,F,N,N,158,43,1.74,0.011012658,N,.,.
8,8,16,10,2010,1389,.,58,Y,.,.,.,.,.,.,F,N,N,267,37,7.77,0.029101124,N,.,Stubbed Tail
9,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,M,N,N,135,44,1.68,0.012444444,N,.,.
10,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,5.59,.,N,.,.
11,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,1.33,.,N,.,.
12,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,1.39,.,N,.,.
13,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,3.57,.,N,.,.
14,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,F,N,N,260,61,7.19,0.027653846,N,.,.
15,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,F,N,N,155,37,2.01,0.012967742,N,.,.
16,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,175,44,2.64,0.015085714,N,.,.
17,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,1.77,.,N,.,.
18,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,2.62,.,N,.,.
19,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,1.16,.,N,.,.
20,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,0.62,.,N,.,Dessicated
21,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,1.76,.,N,.,Dessicated
22,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,1.13,.,N,.,Dessicated
23,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Dessicated; mass <1 g
24,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Dessicated; mass <1 g
25,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Dessicated; mass <1 g
26,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Dessicated; mass <1 g
27,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Dessicated; mass <1 g
28,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Dessicated; mass <1 g
29,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Dessicated; mass <1 g
30,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Dessicated; mass <1 g
31,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Dessicated; mass <1 g
32,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,.,N,N,.,.,0.76,.,N,.,Dessicated
33,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,F,N,N,.,.,5.78,.,N,.,Mutilated tail
34,.,16,10,2010,1389,.,58,N,.,.,.,.,.,.,F,N,N,295,45,10.26,0.034779661,N,.,Stubbed Tail
35,9,17,10,2010,1106,.,62,Y,.,.,.,.,.,.,F,N,N,156,39,2.1,0.013461538,N,.,.
36,11,17,10,2010,1106,.,62,Y,.,.,.,.,.,.,M,N,N,258,83,6.7,0.025968992,N,.,.
37,12,17,10,2010,1106,.,62,Y,.,.,.,.,.,.,M,N,N,156,52,1.92,0.012307692,N,.,.
38,13,17,10,2010,1106,.,62,Y,.,.,.,.,.,.,F,N,N,168,40,2.25,0.013392857,N,.,.
39,14,17,10,2010,1106,.,62,Y,.,.,.,.,.,.,F,N,N,125,32,1.24,0.00992,N,.,.
40,15,17,10,2010,1106,.,62,Y,.,.,.,.,.,.,F,N,N,134,37,1.32,0.009850746,N,.,.
41,16,17,10,2010,1106,.,62,Y,.,.,.,.,.,.,F,N,N,190,44,2.93,0.015421053,N,.,.
42,17,17,10,2010,1106,.,62,Y,.,.,.,.,.,.,F,N,N,164,40,1.81,0.011036585,N,.,.
43,18,17,10,2010,1106,.,62,Y,.,.,.,.,.,.,M,N,N,164,46,2.2,0.013414634,N,.,.
44,19,17,10,2010,1106,.,62,Y,.,.,.,.,.,.,M,N,N,168,51,2.17,0.012916667,N,.,.
45,31,17,10,2010,1106,.,62,Y,.,.,.,.,.,.,M,N,N,138,44,1.34,0.009710145,N,.,Second ventral(half) not counted
46,55,17,10,2010,1106,.,62,Y,.,.,.,.,.,.,F,N,N,287,66,8.88,0.030940767,N,.,.
47,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,259,84,6.73,0.025984556,N,.,.
48,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,215,70,4.64,0.021581395,N,.,.
49,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,175,48,2.34,0.013371429,N,.,.
50,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,148,39,1.64,0.011081081,N,.,.
51,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,244,85,5.18,0.021229508,N,.,.
52,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,175,57,2.98,0.017028571,N,.,.
53,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,223,70,4.97,0.022286996,N,.,.
54,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,223,81,7.68,0.034439462,N,.,.
55,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,255,87,6.82,0.026745098,N,.,.
56,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,162,44,2.07,0.012777778,N,.,.
57,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,150,50,1.65,0.011,N,.,.
58,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,282,71,9.6,0.034042553,N,.,.
59,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,147,46,1.45,0.009863946,N,.,.
60,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,146,48,1.71,0.011712329,N,.,.
61,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,174,42,2.35,0.013505747,N,.,.
62,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,139,41,1.28,0.009208633,N,.,.
63,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,182,45,2.34,0.012857143,N,.,.
64,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,139,47,1.43,0.01028777,N,.,.
65,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,286,76,7.59,0.026538462,N,.,.
66,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,263,71,5.46,0.020760456,N,.,.
67,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,141,38,1.8,0.012765957,N,.,.
68,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,165,51,1.96,0.011878788,N,.,.
69,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,154,48,1.66,0.010779221,N,.,.
70,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,239,78,4.93,0.020627615,N,.,.
71,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,149,48,1.54,0.01033557,N,.,.
72,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,155,39,1.13,0.007290323,N,.,.
73,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,154,45,1.68,0.010909091,N,.,.
74,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,148,38,1.19,0.008040541,N,.,.
75,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,166,36,1.88,0.011325301,N,.,.
76,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,141,46,1.15,0.008156028,N,.,.
77,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Dessicated; mass <1 g
78,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,126,31,0.63,0.005,N,.,flat
79,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,121,41,0.63,0.005206612,N,.,flat
80,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Fragmented
81,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,M,N,N,166,44,1.42,0.008554217,N,.,Mutilated 
82,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,F,N,N,187,47,1.67,0.008930481,N,.,Mutilated 
83,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Mutilated 
84,.,17,10,2010,1106,.,62,N,.,.,.,.,.,.,.,N,N,.,.,.,.,N,.,Mutilated 
85,20,19,10,2010,2740,.,51,Y,.,.,.,.,.,.,F,N,N,295,79,10.84,0.036745763,N,.,.
86,21,19,10,2010,2740,.,51,Y,.,.,.,.,.,.,F,N,N,158,41,2.1,0.013291139,N,.,.
87,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,M,N,N,230,73,10.87,0.04726087,N,.,.
88,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,F,N,N,275,70,7.71,0.028036364,N,.,.
89,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,M,N,N,212,71,5.12,0.024150943,N,.,.
90,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,F,N,N,255,58,6.41,0.025137255,N,.,.
91,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,F,N,N,124,32,1.08,0.008709677,N,.,.
92,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,F,N,N,160,41,1.15,0.0071875,N,.,.
93,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,M,N,N,139,46,1.34,0.009640288,N,.,.
94,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,F,N,N,128,34,0.68,0.0053125,N,.,.
95,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,F,N,N,155,41,1.82,0.011741935,N,.,.
96,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,F,N,N,135,33,1.49,0.011037037,N,.,.
97,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,F,N,N,116,32,0.7,0.006034483,N,.,flat
98,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,F,N,N,154,36,0.95,0.006168831,N,.,flat
99,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,M,N,N,137,45,1.07,0.007810219,N,.,flat
100,.,19,10,2010,2740,.,51,N,.,.,.,.,.,.,F,N,N,138,39,1.3,0.00942029,N,.,flat
101,22,21,10,2010,1375,.,51,Y,.,.,.,.,.,.,F,N,N,163,39,2.31,0.014171779,N,.,.
102,23,21,10,2010,1375,.,51,Y,.,.,.,.,.,.,M,N,N,262,64,7.84,0.029923664,N,.,.
103,24,21,10,2010,1375,.,51,Y,.,.,.,.,.,.,M,N,N,155,47,1.85,0.011935484,N,.,.
104,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,236,82,4.75,0.020127119,N,.,.
105,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,F,N,N,135,37,0.9,0.006666667,N,.,.
106,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,F,N,N,149,43,1.94,0.013020134,N,.,.
107,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,F,N,N,252,63,6.04,0.023968254,N,.,.
108,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,229,79,3.91,0.017074236,N,.,.
109,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,F,N,N,142,45,2.17,0.01528169,N,.,.
110,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,F,N,N,141,46,2.49,0.017659574,N,.,.
111,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,125,39,1.21,0.00968,N,.,.
112,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,137,45,1.21,0.008832117,N,.,.
113,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,149,58,1.85,0.012416107,N,.,.
114,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,162,55,2.05,0.012654321,N,.,.
115,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,F,N,N,147,50,1.32,0.008979592,N,.,.
116,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,F,N,N,256,67,7.13,0.027851563,N,.,.
117,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,234,81,3.54,0.015128205,N,.,flat
118,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,F,N,N,237,80,8.25,0.034810127,N,.,flat
119,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,135,45,1.55,0.011481481,N,.,flat
120,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,136,45,0.82,0.006029412,N,.,flat
121,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,142,51,1.24,0.008732394,N,.,flat
122,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,113,29,0.45,0.003982301,N,.,flat
123,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,143,52,0.86,0.006013986,N,.,flat
124,.,21,10,2010,1375,.,51,N,.,.,.,.,.,.,M,N,N,143,44,1.23,0.008601399,N,.,Mutilated 
125,25,24,10,2010,1447,.,71,Y,.,.,.,.,.,.,F,N,N,164,45,2.39,0.014573171,N,.,.
126,26,24,10,2010,1447,.,71,Y,.,.,.,.,.,.,M,N,N,127,53,3.04,0.023937008,N,.,.
127,27,24,10,2010,1447,.,71,Y,.,.,.,.,.,.,M,N,N,124,39,1.4,0.011290323,N,.,.
128,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,141,46,1.33,0.009432624,N,.,.
129,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,127,58,3.47,0.027322835,N,.,.
130,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,141,36,1.19,0.008439716,N,.,.
131,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,147,45,1.5,0.010204082,N,.,.
132,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,135,36,0.75,0.005555556,N,.,.
133,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,157,54,1.47,0.009363057,N,.,.
134,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,143,39,1.27,0.008881119,N,.,.
135,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,126,45,0.7,0.005555556,N,.,.
136,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,139,40,0.84,0.006043165,N,.,.
137,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,126,34,0.65,0.00515873,N,.,.
138,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,156,50,1.59,0.010192308,N,.,.
139,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,152,51,1.76,0.011578947,N,.,.
140,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,132,46,1,0.007575758,N,.,.
141,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,156,44,1.62,0.010384615,N,.,.
142,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,222,73,5.63,0.02536036,N,.,.
143,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,143,50,1,0.006993007,N,.,.
144,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,125,47,0.77,0.00616,N,.,.
145,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,153,47,1.94,0.012679739,N,.,.
146,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,115,32,0.51,0.004434783,N,.,.
147,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,205,55,3.03,0.014780488,N,.,.
148,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,275,91,7.79,0.028327273,N,.,.
149,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,166,54,1.82,0.010963855,N,.,.
150,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,246,84,5.68,0.023089431,N,.,.
151,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,285,72,5.8,0.020350877,N,.,.
152,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,135,50,0.86,0.00637037,N,.,.
153,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,163,45,1.33,0.008159509,N,.,.
154,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,223,76,4.6,0.020627803,N,.,.
155,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,147,38,1.46,0.009931973,N,.,.
156,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,127,41,0.89,0.007007874,N,.,.
157,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,143,47,1.28,0.008951049,N,.,.
158,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,315,79,8.7,0.027619048,N,.,.
159,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,151,41,1.67,0.011059603,N,.,.
160,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,150,40,1.35,0.009,N,.,.
161,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,148,50,1.48,0.01,N,.,.
162,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,146,50,1.11,0.00760274,N,.,.
163,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,141,33,1.03,0.007304965,N,.,.
164,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,283,70,6.71,0.023710247,N,.,.
165,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,125,41,0.76,0.00608,N,.,.
166,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,163,39,1.23,0.007546012,N,.,.
167,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,152,49,1.74,0.011447368,N,.,.
168,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,231,78,4.68,0.02025974,N,.,.
169,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,142,42,1.31,0.009225352,N,.,.
170,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,221,72,3.31,0.014977376,N,.,.
171,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,242,91,4.95,0.020454545,N,.,.
172,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,156,51,1.41,0.009038462,N,.,.
173,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,174,51,1.43,0.008218391,N,.,.
174,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,209,71,2.33,0.011148325,N,.,.
175,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,259,64,6.48,0.025019305,N,.,.
176,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,113,52,1.07,0.009469027,N,.,.
177,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,153,54,1.48,0.009673203,N,.,.
178,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,148,44,0.95,0.006418919,N,.,.
179,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,147,45,1.32,0.008979592,N,.,.
180,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,142,39,0.94,0.006619718,N,.,.
181,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,173,51,2.27,0.013121387,N,.,.
182,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,147,52,1.3,0.008843537,N,.,.
183,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,165,48,1.19,0.007212121,N,.,.
184,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,133,31,0.76,0.005714286,N,.,.
185,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,165,53,1.36,0.008242424,N,.,.
186,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,161,50,1.11,0.00689441,N,.,flat
187,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,150,41,0.48,0.0032,N,.,flat
188,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,F,N,N,152,45,1.14,0.0075,N,.,flat
189,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,130,45,0.73,0.005615385,N,.,Mutilated 
190,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,.,N,N,117,38,0.56,0.004786325,N,.,Mutilated 
191,.,24,10,2010,1447,.,71,N,.,.,.,.,.,.,M,N,N,127,0.7,0.92,0.007244094,N,.,tail cropped
192,.,26,10,2010,1678,.,64,N,.,.,.,.,.,.,M,N,N,149,53,1.43,0.009597315,N,.,.
193,.,26,10,2010,1678,.,64,N,.,.,.,.,.,.,F,N,N,121,40,0.63,0.005206612,N,.,.
194,.,26,10,2010,1678,.,64,N,.,.,.,.,.,.,F,N,N,293,79,8.37,0.028566553,N,.,.
195,.,26,10,2010,1678,.,64,N,.,.,.,.,.,.,M,N,N,159,49,2.03,0.012767296,N,.,.
196,.,26,10,2010,1678,.,64,N,.,.,.,.,.,.,M,N,N,229,73,5.51,0.024061135,N,.,.
197,.,26,10,2010,1678,.,64,N,.,.,.,.,.,.,M,N,N,159,52,2.15,0.013522013,N,.,.
198,.,26,10,2010,1678,.,64,N,.,.,.,.,.,.,M,N,N,128,41,0.63,0.004921875,N,.,.
199,.,26,10,2010,1678,.,64,N,.,.,.,.,.,.,M,N,N,123,76,6.18,0.050243902,N,.,.
200,.,26,10,2010,1678,.,64,N,.,.,.,.,.,.,F,N,N,278,75,6.29,0.022625899,N,.,Dessicated
201,.,30,10,2010,761,.,54,N,.,.,.,.,.,.,M,N,N,136,44,1.08,0.007941176,N,.,.
202,.,30,10,2010,761,.,54,N,.,.,.,.,.,.,M,N,N,135,38,0.63,0.004666667,N,.,Dessicated
203,.,30,10,2010,761,.,54,N,.,.,.,.,.,.,M,N,N,115,36,0.41,0.003565217,N,.,Dessicated
204,.,30,10,2010,761,.,54,N,.,.,.,.,.,.,F,N,N,120,23,0.32,0.002666667,N,.,Dessicated
205,.,30,10,2010,761,.,54,N,.,.,.,.,.,.,M,N,N,123,51,0.83,0.006747967,N,.,Dessicated
206,28,6,11,2010,.,.,.,Y,.,.,.,.,.,.,M,N,N,137,44,1.6,0.011678832,N,.,.
207,.,6,11,2010,.,.,.,N,.,.,.,.,.,.,F,N,N,123,31,1.16,0.009430894,N,.,.
225,61,9,4,2011,.,.,.,Y,.,.,.,Up,1,.,F,N,N,298,82,11.33,0.038020134,N,.,.
208,62,9,4,2011,.,1456,.,Y,965,4362750,399583,Up,1,.,F,N,N,300,69,10.05,0.0335,N,.,.
212,63,9,4,2011,.,1635,.,Y,1678,4363359,399263,Down,0.1,.,F,N,N,140,47,1.69,0.012071429,N,.,.
226,64,9,4,2011,.,.,.,Y,.,.,.,Up,1,.,F,N,N,266,68,8.44,0.031729323,N,.,.
227,65,9,4,2011,.,.,.,Y,.,.,.,Up,1,.,F,N,N,156,40,2.09,0.013397436,N,.,.
228,66,9,4,2011,.,.,.,Y,.,.,.,Up,1,.,F,N,N,129,40,1.33,0.010310078,N,.,.
229,67,9,4,2011,.,.,.,Y,.,.,.,Up,1,.,F,N,N,160,37,1.91,0.0119375,N,.,.
230,68,9,4,2011,.,.,.,Y,.,.,.,Up,1,.,F,N,N,270,67,8.84,0.032740741,N,.,.
231,69,9,4,2011,.,.,.,Y,.,.,.,Up,1,.,F,N,N,250,60,8.36,0.03344,N,.,.
232,70,9,4,2011,.,.,.,Y,.,.,.,Up,1,.,F,N,N,172,43,1.8,0.010465116,N,.,.
213,71,9,4,2011,.,1720,.,Y,0,4362176,400180,Up,1,f1 bA,M,N,N,151,47,1.8,0.01192053,N,.,.
214,72,9,4,2011,.,1731,.,Y,548,4362606,399963,Up,1,.,F,N,N,130,35,1.45,0.011153846,N,.,.
219,73,9,4,2011,.,1822,.,Y,1510,4363232,399368,Up,1,.,M,N,N,138,48,1.72,0.012463768,N,.,.
220,74,9,4,2011,.,1846,.,Y,690,4362685,399843,Up,1,f3,M,N,N,135,42,1.74,0.012888889,N,.,.
221,75,9,4,2011,.,1846,.,Y,675,4362681,399858,Up,1,f3,F,N,N,271,64,11.55,0.042619926,N,.,.
218,76,9,4,2011,.,1808,.,Y,.,4362670,399888,.,.,f3 bB,F,N,N,147,46,1.7,0.011564626,N,.,.
209,77,9,4,2011,.,1605,.,Y,758,4362706,399787,Up,1,.,F,N,N,142,32,1.46,0.01028169,N,.,.
211,78,9,4,2011,.,1615,.,Y,1775,4363443,399215,Up,1,.,M,N,N,154,46,2.02,0.013116883,N,.,.
210,772,9,4,2011,.,1608,.,Y,925,4362729,399621,Up,1,.,F,N,N,158,42,2.15,0.013607595,N,.,.
215,.,9,4,2011,.,1740,.,N,1206,4362947,399468,.,.,.,F,N,N,150,42,1.33,.,N,.,.
216,.,9,4,2011,.,1744,.,N,2130,4363785,399146,.,.,.,F,N,N,270,70,4.67,.,N,.,.
217,.,9,4,2011,.,1802,.,N,680,4362683,399856,.,.,f3,M,N,N,160,50,1.3,.,N,.,.
222,.,9,4,2011,.,1855,.,N,100,4362275,400191,.,.,.,.,N,N,.,.,.,.,N,.,.
223,.,9,4,2011,.,1904,.,N,703,4362691,399838,.,.,.,.,N,N,.,.,.,.,N,.,.
224,.,9,4,2011,.,1923,.,N,2250,4363905,399137,.,.,.,.,N,N,.,.,.,.,N,.,.
233,.,9,4,2011,.,.,.,N,.,.,.,.,.,.,F,N,N,160,34,1.24,.,N,.,.
234,.,9,4,2011,.,.,.,N,.,.,.,.,.,.,F,N,N,165,35,1.35,.,N,.,.
235,.,9,4,2011,.,.,.,N,.,.,.,.,.,.,F,N,N,177,36,1.64,.,N,.,.
236,.,9,4,2011,.,.,.,N,.,.,.,.,.,.,F,N,N,180,46,0.84,.,N,.,.
237,.,9,4,2011,.,.,.,N,.,.,.,.,.,.,F,N,N,190,39,1.03,.,N,.,.
